0.010000,0.000000,5854
0.010000,20.000000,5854
0.010000,40.000000,5353
0.010000,60.000000,5353
0.010000,80.000000,6078
0.010000,100.000000,6830
0.010000,120.000000,6078
0.010000,140.000000,6078
0.010000,160.000000,6830
0.010000,180.000000,5854
0.010000,200.000000,5854
0.010000,220.000000,5854
0.010000,240.000000,5854
0.010000,260.000000,5854
0.010000,280.000000,3903
0.010000,300.000000,5854
0.010000,320.000000,6342
0.010000,340.000000,5353
0.020000,0.000000,9374
0.020000,20.000000,9374
0.020000,40.000000,5715
0.020000,60.000000,5715
0.020000,80.000000,7620
0.020000,100.000000,8559
0.020000,120.000000,7620
0.020000,140.000000,7620
0.020000,160.000000,8559
0.020000,180.000000,7620
0.020000,200.000000,7620
0.020000,220.000000,7620
0.020000,240.000000,7144
0.020000,260.000000,7144
0.020000,280.000000,4762
0.020000,300.000000,6191
0.020000,320.000000,8096
0.020000,340.000000,5715
0.030000,0.000000,10423
0.030000,20.000000,10423
0.030000,40.000000,6977
0.030000,60.000000,9847
0.030000,80.000000,13015
0.030000,100.000000,7456
0.030000,120.000000,13015
0.030000,140.000000,13015
0.030000,160.000000,7456
0.030000,180.000000,7908
0.030000,200.000000,7908
0.030000,220.000000,7908
0.030000,240.000000,12559
0.030000,260.000000,12559
0.030000,280.000000,7908
0.030000,300.000000,10698
0.030000,320.000000,11629
0.030000,340.000000,9847
0.040000,0.000000,15202
0.040000,20.000000,15202
0.040000,40.000000,7273
0.040000,60.000000,7273
0.040000,80.000000,17969
0.040000,100.000000,15706
0.040000,120.000000,17969
0.040000,140.000000,17969
0.040000,160.000000,15233
0.040000,180.000000,7684
0.040000,200.000000,7684
0.040000,220.000000,7684
0.040000,240.000000,11798
0.040000,260.000000,11798
0.040000,280.000000,10000
0.040000,300.000000,17750
0.040000,320.000000,18266
0.040000,340.000000,7273
0.050000,0.000000,19343
0.050000,20.000000,19343
0.050000,40.000000,16891
0.050000,60.000000,47903
0.050000,80.000000,22478
0.050000,100.000000,25644
0.050000,120.000000,26478
0.050000,140.000000,26478
0.050000,160.000000,25644
0.050000,180.000000,7360
0.050000,200.000000,7360
0.050000,220.000000,7360
0.050000,240.000000,23102
0.050000,260.000000,19990
0.050000,280.000000,49218
0.050000,300.000000,21918
0.050000,320.000000,21767
0.050000,340.000000,47903
0.060000,0.000000,47920
0.060000,20.000000,47920
0.060000,40.000000,41071
0.060000,60.000000,26220
0.060000,80.000000,31996
0.060000,100.000000,55831
0.060000,120.000000,31997
0.060000,140.000000,31997
0.060000,160.000000,27960
0.060000,180.000000,6996
0.060000,200.000000,6996
0.060000,220.000000,6996
0.060000,240.000000,21545
0.060000,260.000000,20702
0.060000,280.000000,45044
0.060000,300.000000,58401
0.060000,320.000000,46308
0.060000,340.000000,41070
0.070000,0.000000,43043
0.070000,20.000000,34546
0.070000,40.000000,33395
0.070000,60.000000,29893
0.070000,80.000000,29004
0.070000,100.000000,32017
0.070000,120.000000,29004
0.070000,140.000000,29004
0.070000,160.000000,32017
0.070000,180.000000,6538
0.070000,200.000000,6538
0.070000,220.000000,6538
0.070000,240.000000,39829
0.070000,260.000000,42105
0.070000,280.000000,41704
0.070000,300.000000,28465
0.070000,320.000000,42336
0.070000,340.000000,38817
0.080000,0.000000,30768
0.080000,20.000000,30768
0.080000,40.000000,35121
0.080000,60.000000,35121
0.080000,80.000000,26403
0.080000,100.000000,28504
0.080000,120.000000,26403
0.080000,140.000000,26403
0.080000,160.000000,28503
0.080000,180.000000,6164
0.080000,200.000000,6164
0.080000,220.000000,6164
0.080000,240.000000,37264
0.080000,260.000000,37265
0.080000,280.000000,46608
0.080000,300.000000,39422
0.080000,320.000000,25302
0.080000,340.000000,35121
0.090000,0.000000,27453
0.090000,20.000000,26352
0.090000,40.000000,37735
0.090000,60.000000,32782
0.090000,80.000000,23855
0.090000,100.000000,25756
0.090000,120.000000,23855
0.090000,140.000000,23855
0.090000,160.000000,28853
0.090000,180.000000,5857
0.090000,200.000000,5857
0.090000,220.000000,5857
0.090000,240.000000,34937
0.090000,260.000000,35662
0.090000,280.000000,32408
0.090000,300.000000,22994
0.090000,320.000000,29885
0.090000,340.000000,45873
0.100000,0.000000,33241
0.100000,20.000000,33241
0.100000,40.000000,36381
0.100000,60.000000,30551
0.100000,80.000000,21798
0.100000,100.000000,27674
0.100000,120.000000,21798
0.100000,140.000000,21798
0.100000,160.000000,23540
0.100000,180.000000,5599
0.100000,200.000000,5599
0.100000,220.000000,5599
0.100000,240.000000,30487
0.100000,260.000000,22418
0.100000,280.000000,28813
0.100000,300.000000,19873
0.100000,320.000000,31732
0.100000,340.000000,30689
0.110000,0.000000,33241
0.110000,20.000000,34122
0.110000,40.000000,36381
0.110000,60.000000,30333
0.110000,80.000000,21798
0.110000,100.000000,23540
0.110000,120.000000,22085
0.110000,140.000000,22085
0.110000,160.000000,23540
0.110000,180.000000,5599
0.110000,200.000000,5599
0.110000,220.000000,5599
0.110000,240.000000,32289
0.110000,260.000000,22417
0.110000,280.000000,28410
0.110000,300.000000,19873
0.110000,320.000000,32799
0.110000,340.000000,30689
0.120000,0.000000,33241
0.120000,20.000000,34122
0.120000,40.000000,36381
0.120000,60.000000,30333
0.120000,80.000000,21798
0.120000,100.000000,23540
0.120000,120.000000,22085
0.120000,140.000000,22085
0.120000,160.000000,23540
0.120000,180.000000,5599
0.120000,200.000000,5599
0.120000,220.000000,5599
0.120000,240.000000,32289
0.120000,260.000000,22417
0.120000,280.000000,28410
0.120000,300.000000,19873
0.120000,320.000000,32799
0.120000,340.000000,30689
0.130000,0.000000,33241
0.130000,20.000000,34122
0.130000,40.000000,36381
0.130000,60.000000,30333
0.130000,80.000000,21798
0.130000,100.000000,23540
0.130000,120.000000,22085
0.130000,140.000000,22085
0.130000,160.000000,23540
0.130000,180.000000,5599
0.130000,200.000000,5599
0.130000,220.000000,5599
0.130000,240.000000,32289
0.130000,260.000000,22417
0.130000,280.000000,28410
0.130000,300.000000,19873
0.130000,320.000000,32799
0.130000,340.000000,30689
0.140000,0.000000,33241
0.140000,20.000000,34122
0.140000,40.000000,36381
0.140000,60.000000,30333
0.140000,80.000000,21798
0.140000,100.000000,23540
0.140000,120.000000,22085
0.140000,140.000000,22085
0.140000,160.000000,23540
0.140000,180.000000,5599
0.140000,200.000000,5599
0.140000,220.000000,5599
0.140000,240.000000,32289
0.140000,260.000000,22417
0.140000,280.000000,28410
0.140000,300.000000,19873
0.140000,320.000000,32799
0.140000,340.000000,30689
0.150000,0.000000,33241
0.150000,20.000000,34122
0.150000,40.000000,36381
0.150000,60.000000,30333
0.150000,80.000000,21798
0.150000,100.000000,23540
0.150000,120.000000,22085
